year,make,model,trim,body,market,interval_schedule,engine_oil_change,oil_filter,air_filter,cabin_air_filter,fuel_filter,spark_plugs,drive_belt_timing,drive_belt_accessory,coolant,brake_fluid,clutch_fluid,manual_trans_fluid,automatic_trans_fluid,cvt_fluid,front_diff_fluid,rear_diff_fluid,transfer_case_or_center_diff,brake_inspection,tire_rotation,wheel_alignment,engine_air_intake_inspection,battery_service,pcv_valve,throttle_body_service,check_engine_cooling_hoses,check_brake_pads_rotors,check_suspension_steering,check_exhaust,rotate_inspect_tires,notes,source_1,source_2,confidence
1999,Subaru,Forester,S/tb Type A (JDM),SUV,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a","replace: 62,000 mi / 100,000 km / n/a",,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing belt,Subaru Japan Owner's Manual,,high
1999,Subaru,Impreza,1.5i (JDM),Sedan,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a","replace: 62,000 mi / 100,000 km / n/a",,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing belt,Subaru Japan Owner's Manual,,high
1999,Subaru,Impreza,1.6i (JDM),Sedan,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a","replace: 62,000 mi / 100,000 km / n/a",,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing belt,Subaru Japan Owner's Manual,,high
1999,Subaru,Impreza,1.8i (JDM),Sedan,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a","replace: 62,000 mi / 100,000 km / n/a",,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing belt,Subaru Japan Owner's Manual,,high
1999,Subaru,Impreza,2.0i (JDM),Sedan,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a","replace: 62,000 mi / 100,000 km / n/a",,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing belt,Subaru Japan Owner's Manual,,high
1999,Subaru,Impreza,2.5 RS (US),,USDM,OEM Schedule (Pre-2011),"normal: 7,500 mi / 12,000 km / 7 mo | severe: 3,750 mi / 6,000 km / 3 mo","replace: 7,500 mi / 12,000 km / 7 mo","replace: 30,000 mi / 48,500 km / 30 mo","replace: 15,000 mi / 24,000 km / 12 mo",,"replace: 30,000 mi / 48,500 km / 30 mo","replace: 105,000 mi / 169,000 km / 105 mo",,"replace: 30,000 mi / 48,500 km / 30 mo","replace: 30,000 mi / 48,500 km / 30 mo",,,,"inspect: 30,000 mi / 48,500 km / 30 mo","inspect: 30,000 mi / 48,500 km / 30 mo","inspect: 30,000 mi / 48,500 km / 30 mo",,"inspect: 7,500 mi / 12,000 km / 7 mo ","rotate: 7,500 mi / 12,000 km / 7 mo ",,,,,,,,,,,timing belt; Green Coolant,Subaru Warranty & Maintenance Booklet,,high
1999,Subaru,Impreza,L/Brighton (US),,USDM,OEM Schedule (Pre-2011),"normal: 7,500 mi / 12,000 km / 7 mo | severe: 3,750 mi / 6,000 km / 3 mo","replace: 7,500 mi / 12,000 km / 7 mo","replace: 30,000 mi / 48,500 km / 30 mo","replace: 15,000 mi / 24,000 km / 12 mo",,"replace: 30,000 mi / 48,500 km / 30 mo","replace: 105,000 mi / 169,000 km / 105 mo",,"replace: 30,000 mi / 48,500 km / 30 mo","replace: 30,000 mi / 48,500 km / 30 mo",,,,"inspect: 30,000 mi / 48,500 km / 30 mo","inspect: 30,000 mi / 48,500 km / 30 mo","inspect: 30,000 mi / 48,500 km / 30 mo",,"inspect: 7,500 mi / 12,000 km / 7 mo ","rotate: 7,500 mi / 12,000 km / 7 mo ",,,,,,,,,,,timing belt; Green Coolant,Subaru Warranty & Maintenance Booklet,,high
1999,Subaru,Impreza,STI S201 (JDM),Sedan,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a","replace: 62,000 mi / 100,000 km / n/a",,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing belt,Subaru Japan Owner's Manual,,high
1999,Subaru,Impreza,STI Version VI (JDM),Sedan,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a","replace: 62,000 mi / 100,000 km / n/a",,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing belt,Subaru Japan Owner's Manual,,high
1999,Subaru,Impreza,STI Version VI Wagon (JDM),Wagon,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a","replace: 62,000 mi / 100,000 km / n/a",,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing belt,Subaru Japan Owner's Manual,,high
1999,Subaru,Impreza,Sports Wagon (JDM),Wagon,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a","replace: 62,000 mi / 100,000 km / n/a",,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing belt,Subaru Japan Owner's Manual,,high
1999,Subaru,Impreza,WRX (JDM),Sedan,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a","replace: 62,000 mi / 100,000 km / n/a",,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing belt,Subaru Japan Owner's Manual,,high
1999,Subaru,Impreza,WRX Type R (JDM),Coupe,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a","replace: 62,000 mi / 100,000 km / n/a",,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing belt,Subaru Japan Owner's Manual,,high
1999,Subaru,Impreza,WRX Type RA (JDM),Sedan,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a","replace: 62,000 mi / 100,000 km / n/a",,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing belt,Subaru Japan Owner's Manual,,high
1999,Subaru,Impreza,WRX Wagon (JDM),Wagon,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a","replace: 62,000 mi / 100,000 km / n/a",,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing belt,Subaru Japan Owner's Manual,,high
1999,Subaru,Impreza,WRX/STI V6 (JDM),,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a","replace: 62,000 mi / 100,000 km / n/a",,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing belt,Subaru Japan Owner's Manual,,high
1999,Subaru,Legacy,B4 RS (JDM),Sedan,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a","replace: 62,000 mi / 100,000 km / n/a",,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing belt,Subaru Japan Owner's Manual,,high
1999,Subaru,Legacy,B4 RSK (JDM),Sedan,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a","replace: 62,000 mi / 100,000 km / n/a",,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing belt,Subaru Japan Owner's Manual,,high
1999,Subaru,Legacy,GT 30th Anniversary (US),,USDM,OEM Schedule (Pre-2011),"normal: 7,500 mi / 12,000 km / 7 mo | severe: 3,750 mi / 6,000 km / 3 mo","replace: 7,500 mi / 12,000 km / 7 mo","replace: 30,000 mi / 48,500 km / 30 mo","replace: 15,000 mi / 24,000 km / 12 mo",,"replace: 60,000 mi / 96,500 km / 60 mo","replace: 105,000 mi / 169,000 km / 105 mo",,"replace: 30,000 mi / 48,500 km / 30 mo","replace: 30,000 mi / 48,500 km / 30 mo",,,,"inspect: 30,000 mi / 48,500 km / 30 mo","inspect: 30,000 mi / 48,500 km / 30 mo","inspect: 30,000 mi / 48,500 km / 30 mo",,"inspect: 7,500 mi / 12,000 km / 7 mo ","rotate: 7,500 mi / 12,000 km / 7 mo ",,,,,,,,,,,timing belt; Green Coolant,Subaru Warranty & Maintenance Booklet,,high
1999,Subaru,Legacy,GT-B E-tune (JDM),Wagon,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a","replace: 62,000 mi / 100,000 km / n/a",,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing belt,Subaru Japan Owner's Manual,,high
1999,Subaru,Legacy,GT-B E-tune II (JDM),Wagon,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a","replace: 62,000 mi / 100,000 km / n/a",,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing belt,Subaru Japan Owner's Manual,,high
1999,Subaru,Legacy,Outback 30th Anniversary (US),,USDM,OEM Schedule (Pre-2011),"normal: 7,500 mi / 12,000 km / 7 mo | severe: 3,750 mi / 6,000 km / 3 mo","replace: 7,500 mi / 12,000 km / 7 mo","replace: 30,000 mi / 48,500 km / 30 mo","replace: 15,000 mi / 24,000 km / 12 mo",,"replace: 30,000 mi / 48,500 km / 30 mo","replace: 105,000 mi / 169,000 km / 105 mo",,"replace: 30,000 mi / 48,500 km / 30 mo","replace: 30,000 mi / 48,500 km / 30 mo",,,,"inspect: 30,000 mi / 48,500 km / 30 mo","inspect: 30,000 mi / 48,500 km / 30 mo","inspect: 30,000 mi / 48,500 km / 30 mo",,"inspect: 7,500 mi / 12,000 km / 7 mo ","rotate: 7,500 mi / 12,000 km / 7 mo ",,,,,,,,,,,timing belt; Green Coolant,Subaru Warranty & Maintenance Booklet,,high
1999,Subaru,Legacy,SUS 30th Anniversary (US),,USDM,OEM Schedule (Pre-2011),"normal: 7,500 mi / 12,000 km / 7 mo | severe: 3,750 mi / 6,000 km / 3 mo","replace: 7,500 mi / 12,000 km / 7 mo","replace: 30,000 mi / 48,500 km / 30 mo","replace: 15,000 mi / 24,000 km / 12 mo",,"replace: 30,000 mi / 48,500 km / 30 mo","replace: 105,000 mi / 169,000 km / 105 mo",,"replace: 30,000 mi / 48,500 km / 30 mo","replace: 30,000 mi / 48,500 km / 30 mo",,,,"inspect: 30,000 mi / 48,500 km / 30 mo","inspect: 30,000 mi / 48,500 km / 30 mo","inspect: 30,000 mi / 48,500 km / 30 mo",,"inspect: 7,500 mi / 12,000 km / 7 mo ","rotate: 7,500 mi / 12,000 km / 7 mo ",,,,,,,,,,,timing belt; Green Coolant,Subaru Warranty & Maintenance Booklet,,high
1999,Subaru,Legacy Lancaster,6 (JDM),Wagon,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a",,,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing chain (no interval),Subaru Japan Owner's Manual,,high
1999,Subaru,Legacy Lancaster,S (JDM),Wagon,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a","replace: 62,000 mi / 100,000 km / n/a",,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing belt,Subaru Japan Owner's Manual,,high
1999,Subaru,Pleo,A (JDM),Hatchback,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a",,,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing chain (no interval),Subaru Japan Owner's Manual,,high
1999,Subaru,Pleo,L (JDM),Hatchback,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a",,,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing chain (no interval),Subaru Japan Owner's Manual,,high
1999,Subaru,Pleo,Nesta (JDM),Hatchback,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a",,,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing chain (no interval),Subaru Japan Owner's Manual,,high
1999,Subaru,Pleo,RS (JDM),Hatchback,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a",,,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing chain (no interval),Subaru Japan Owner's Manual,,high
1999,Subaru,Pleo,RS 4WD (JDM),Hatchback,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a",,,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing chain (no interval),Subaru Japan Owner's Manual,,high
1999,Subaru,Sambar,Dias (JDM),Van,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a",,,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing chain (no interval),Subaru Japan Owner's Manual,,high
1999,Subaru,Sambar,Dias SC (JDM),Van,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a",,,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing chain (no interval),Subaru Japan Owner's Manual,,high
1999,Subaru,Sambar,Truck (JDM),Truck,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a",,,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing chain (no interval),Subaru Japan Owner's Manual,,high
1999,Subaru,Sambar,Truck 4WD (JDM),Truck,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a",,,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing chain (no interval),Subaru Japan Owner's Manual,,high
1999,Subaru,Sambar,Van (JDM),Van,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a",,,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing chain (no interval),Subaru Japan Owner's Manual,,high
1999,Subaru,Sambar,Van 4WD (JDM),Van,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a",,,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing chain (no interval),Subaru Japan Owner's Manual,,high
1999,Subaru,Sambar,Van SC (JDM),Van,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a",,,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing chain (no interval),Subaru Japan Owner's Manual,,high
2000,Subaru,Dias Wagon,Classic (JDM),Wagon,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a",,,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing chain (no interval),Subaru Japan Owner's Manual,,high
